Iain Stewart; 1964; Scotland; University of Bristol
David B. Cohen; 1941; United States; University of Michigan
Vivian Carpenter; 1953; United States; University of Michigan
Hallam L. Movius; 1907; United States; Harvard University
Jeffrey P. Buzen; 1943; United States; Harvard University
Benjamin Lincoln Robinson; 1864; United States; Harvard University
Moses Gomberg; 1866; Kirovohrad Oblast; University of Michigan
Geoffrey West; 1940; Somerset; University of Cambridge
Otto Newman; 1922; Austria; Bachelor of Arts
Otto Newman; 1922; Austria; Master of Arts
John Van Geen; 1929; Belgium; Free University of Brussels
Mary Letitia Caldwell; 1890; Colombia; Western College for Women
Anja Cetti Andersen; 1965; Denmark; University of Copenhagen
Emmanuel Grenier; 1970; France; Pierre and Marie Curie University
Michael Zander; 1932; Germany; University of Cambridge
Hans Joachim Schellnhuber; 1950; Germany; University of Regensburg
Karl Eugen Guthe; 1866; Germany; University of Strasbourg
Constantino Tsallis; 1943; Greece; University of Paris-Sud
Zoltan Hajos; 1926; Hungary; Budapest University of Technology and Economics
Ahmed Mohiuddin; 1923; India; Osmania University
Ashok Das; 1953; India; Stony Brook University
Asima Chatterjee; 1917; India; University of Calcutta
Mohammad-Hassan Ganji; 1912; Iran; Victoria University of Manchester
Mohammad-Hassan Ganji; 1912; Iran; Clark University
Maryam Mirzakhani; 1977; Iran; Sharif University of Technology
J.J. Sakurai; 1933; Japan; The Bronx High School of Science
Juris Upatnieks; 1936; Latvia; University of Akron
Johan Hjort; 1869; Norway; Ludwig Maximilian University of Munich
Leonid Grinin; 1958; Russia; Volgograd State Pedagogical University
Ayhan Ulubelen; 1931; Turkey; Istanbul University
Bryan John Birch; 1931; United Kingdom; University of Cambridge
Geoffrey West; 1940; United Kingdom; University of Cambridge
Matthew Kaufman; 1942; United Kingdom; University of Cambridge
Eric Birley; 1906; United Kingdom; Brasenose College, Oxford
Henry Dakin; 1880; United Kingdom; University of Leeds
David B. Sarwer; 1968; United States; Loyola University Chicago
Ronald Vale; 1959; United States; Marine Biological Laboratory
Jane Cooke Wright; 1919; United States; New York Medical College
John Aaron; 1943; United States; Southwestern Oklahoma State University
Barbara Grunes; 1941; United States; Lesley University
Albert Ernest Radford; 1918; United States; Furman University
David P. Currie; 1936; United States; Harvard Law School
Alan D'Andrea; 1956; United States; Harvard Medical School
Henry Shoemaker Conard; 1874; United States; Haverford College
Nathan Marcuvitz; 1913; United States; New York University Polytechnic School of Engineering
Jane Cooke Wright; 1919; United States; Smith College
Gerard J. Foschini; 1940; United States; Stevens Institute of Technology
David B. Sarwer; 1968; United States; Tulane University
Ronald Vale; 1959; United States; University of California, Santa Barbara
Winslow Upton; 1853; United States; University of Cincinnati
Carl Porter Duncan; 1921; United States; University of Maine
Milton S. Plesset; 1908; United States; University of Pittsburgh
Charlotte Barnum; 1860; United States; Vassar College
Leonard Rotherham; 1913; England; University College London
Simon Segars; 1967; England; University of Manchester
Wilfred G. Lambert; 1926; England; Christ's College, Cambridge
Wilfred G. Lambert; 1926; England; King Edward's School, Birmingham
Edwina Palmer; 1955; Essex; University of London
Simon Segars; 1967; Essex; University of Manchester
Simon White; 1951; Kent; Jesus College, Cambridge
Leonard Rotherham; 1913; Nottinghamshire; University College London
Marcus Feldman; 1942; Australia; Stanford University
Norman McAlister Gregg; 1892; Australia; University of Sydney
Marcus Feldman; 1942; Australia; Monash University
Hiranmay Sen Gupta; 1934; Bangladesh; University of Dhaka
George Kuznets; 1909; Belarus; Stanford University
John Gaston Fox; 1916; Canada; Princeton University
Yijie Tang; 1927; China; Peking University
Jakob Stoustrup; 1963; Denmark; Technical University of Denmark
Pierre Dangeard; 1895; France; University of Paris
Hubert Chanson; 1961; France; University of Canterbury
Kirill Ivanovich Shchelkin; 1911; Georgia; Tavrida National V.I. Vernadsky University
Ulrike Tillmann; 1962; Germany; Brandeis University
Ulrike Tillmann; 1962; Germany; University of Bonn
Ulrike Tillmann; 1962; Germany; Stanford University
Ares J. Rosakis; 1956; Greece; Brown University
Ares J. Rosakis; 1956; Greece; University of Oxford
P. B. Gajendragadkar; 1901; India; Deccan College Post-Graduate and Research Institute
A. E. Muthunayagam; 1939; India; Indian Institute of Science
A. E. Muthunayagam; 1939; India; Purdue University
Anand Mohan; 1957; India; Banaras Hindu University
Mehrdad Abedi; 1948; Iran; Imperial College London
Mohamed Guessous; 1938; Morocco; Princeton University
Pieter Kasteleyn; 1924; Netherlands; Leiden University
Konrad Nielsen; 1875; Norway; University of Helsinki
Hafeez Hoorani; 1954; Pakistan; Simon Fraser University
Anatoli Georgievitch Vitushkin; 1931; Russia; Moscow State University
Irina Beletskaya; 1933; Russia; Moscow State University
Minhyong Kim; 1963; South Korea; Yale University
Paul Tseng; 1959; Taiwan; Massachusetts Institute of Technology
Paul Tseng; 1959; Taiwan; Queen's University
Leonard Rotherham; 1913; United Kingdom; University College London
R. W. H. T. Hudson; 1875; United Kingdom; University of London
Edwina Palmer; 1955; United Kingdom; University of London
Simon Segars; 1967; United Kingdom; University of Manchester
Wilfred G. Lambert; 1926; United Kingdom; Christ's College, Cambridge
Robert Berriedale Keith Dewar; 1945; United Kingdom; University of Chicago
John Merlin Powis Smith; 1866; United Kingdom; University of Chicago
Wilfred G. Lambert; 1926; United Kingdom; King Edward's School, Birmingham
Simon White; 1951; United Kingdom; Jesus College, Cambridge
Simon Saunders; 1954; United Kingdom; King's College London
Frederick Valentine Atkinson; 1916; United Kingdom; University of Oxford
Murray Protter; 1918; United States; Brown University
Henry William Menard; 1920; United States; California Institute of Technology
Peter Ward; 1943; United States; Dartmouth College
Ray C. Dougherty; 1941; United States; Dartmouth College
George Sterman; 1939; United States; Iowa State University
Rodney H. Banks; 1953; United States; Johns Hopkins University
Charles Herty; 1867; United States; Johns Hopkins University
James D. Foley; 1942; United States; Lehigh University
Michael Douglas Kudlick; 1934; United States; Massachusetts Institute of Technology
Norman F. Ness; 1933; United States; Massachusetts Institute of Technology
Ray C. Dougherty; 1941; United States; Massachusetts Institute of Technology
George Sterman; 1939; United States; Massachusetts Institute of Technology
Ellen Hayes; 1851; United States; Oberlin College
Hoylande Denune Young; 1903; United States; Ohio State University
Andrea Bertozzi; 1965; United States; Princeton University
Marcus Feldman; 1942; United States; Stanford University
Rodney H. Banks; 1953; United States; University of California, Berkeley
Karl Bowman; 1888; United States; University of California, Berkeley
Linda Braidwood; 1909; United States; University of Chicago
Hoylande Denune Young; 1903; United States; University of Chicago
Arnold B. Grobman; 1918; United States; University of Rochester
Robert M. Gray; 1943; United States; University of Southern California
Theodore Roosevelt Mason Howard; 1908; United States; Loma Linda University
John Saylor Coon; 1854; United States; Cornell University
Donald C Baker; 1943; United States; Cornell University
Peter Ward; 1943; United States; Columbia University
Charles Rosenberg; 1936; United States; Columbia University
Marcus Feldman; 1942; United States; Monash University
Harold Crosby; 1918; United States; University of Florida
James D. Foley; 1942; United States; University of Michigan
Linda Braidwood; 1909; United States; University of Michigan
Arnold B. Grobman; 1918; United States; University of Michigan
Murray Protter; 1918; United States; University of Michigan
Florence Hedges; 1878; United States; University of Michigan
Simon Segars; 1967; England; University of Sussex
Simon Segars; 1967; Essex; University of Sussex
Edwina Palmer; 1955; Essex; SOAS, University of London
Simon White; 1951; Kent; University of Toronto
Victor Conrad; 1876; Austria; University of Vienna
Erwin Von Zach; 1872; Austria; University of Vienna
Paul Harteck; 1902; Austria; Humboldt University of Berlin
Brigitte Askonas; 1923; Austria; McGill University
Brigitte Askonas; 1923; Austria; Girton College, Cambridge
Debendra Mohan Bose; 1885; Bangladesh; University of Cambridge
Debendra Mohan Bose; 1885; Bangladesh; St. Xavier's College, Kolkata
Ralf Altmeyer; 1966; Germany; Pasteur Institute
Ralf Altmeyer; 1966; Germany; State University of New York
Ares J. Rosakis; 1956; Greece; Athens College
Hrach Bartikyan; 1927; Greece; Yerevan State University
Rahman Syed; 1932; India; Forman Christian College
Rajendran Raja; 1948; India; University of Cambridge
Madabusy Santanam Raghunathan; 1941; India; Tata Institute of Fundamental Research
J. N. Reddy; 1945; India; University of Alabama in Huntsville
A. E. Muthunayagam; 1939; India; University of Kerala
Rahman Syed; 1932; India; University of the Punjab
Chaudry Mohammad Aslam; 1900; India; University of the Punjab
Subhasish Dey; 1958; India; University of North Bengal
P. B. Gajendragadkar; 1901; India; ILS Law College
Vijender Kumar; 1968; India; Maharshi Dayanand University
Subhasish Dey; 1958; India; Indian Institute of Technology Kharagpur
Madabusy Santanam Raghunathan; 1941; India; Institute for Advanced Study
J. N. Reddy; 1945; India; Osmania University
A. E. Muthunayagam; 1939; India; University of Madras
P. B. Gajendragadkar; 1901; India; Karnatak College Dharwar
Mehrdad Abedi; 1948; Iran; University of Tehran
Mehrdad Abedi; 1948; Iran; Newcastle University
Fakhri A. Bazzaz; 1933; Iraq; University of Baghdad
Assaf Naor; 1975; Israel; Hebrew University of Jerusalem
Alessandro Minelli; 1948; Italy; University of Padua
Konrad Nielsen; 1875; Norway; University of Oslo
Waheed Qureshi; 1925; Pakistan; Government College University (Lahore)
Hafeez Hoorani; 1954; Pakistan; University of Karachi
Leon Lichtenstein; 1878; Poland; Humboldt University of Berlin
Paul Biran; 1969; Romania; Tel Aviv University
Nicolae Simache; 1905; Romania; University of Bucharest
Edward Trifonov; 1937; Russia; Moscow Institute of Physics and Technology
Monica Wilson; 1908; South Africa; Girton College, Cambridge
Minhyong Kim; 1963; South Korea; Seoul National University
Riadh Sidaoui; 1967; Tunisia; Tunis University
Riadh Sidaoui; 1967; Tunisia; University of Geneva
Simon Saunders; 1954; United Kingdom; University of Oxford
Simon Segars; 1967; United Kingdom; University of Sussex
Simon White; 1951; United Kingdom; University of Toronto
R. W. H. T. Hudson; 1875; United Kingdom; University of Cambridge
Simon Saunders; 1954; United Kingdom; University of Cambridge
Gerald B. Whitham; 1927; United Kingdom; Victoria University of Manchester
Michael J. Drake; 1946; United Kingdom; Victoria University of Manchester
Edwina Palmer; 1955; United Kingdom; SOAS, University of London
Michael J. Drake; 1946; United Kingdom; University of Oregon
Ezra Ripley Thayer; 1866; United States; Harvard University
Henry William Menard; 1920; United States; Harvard University
Robert Jacobson; 1958; United States; Butler University
Helen Murray Free; 1923; United States; Central Michigan University
Richard Abraham Primus; 1970; United States; Harvard College
William Platt Jencks; 1927; United States; Harvard College
Harold Crosby; 1918; United States; Northwestern University
Daniel Barton Oerther; 1972; United States; Northwestern University
Michael Douglas Kudlick; 1934; United States; University of Maryland, College Park
Margaret D. Foster; 1895; United States; Illinois College
Theodore Roosevelt Mason Howard; 1908; United States; Oakwood University
Theodore Roosevelt Mason Howard; 1908; United States; Union College (Nebraska)
Eric Weeks; 1970; United States; University of Texas at Austin
Richard Abraham Primus; 1970; United States; Social studies
Richard Abraham Primus; 1970; United States; Balliol College, Oxford
Robert Lee Gilbertson; 1925; United States; State University of New York College of Environmental Science and Forestry
Carl Rettenmeyer; 1931; United States; Swarthmore College
Margaret Mary Paula Vojtko; 1930; United States; The Catholic University of America
Winifred Asprey; 1917; United States; University of Iowa
Carl Rettenmeyer; 1931; United States; University of Kansas
Margaret Mary Paula Vojtko; 1930; United States; University of Pittsburgh
Winifred Asprey; 1917; United States; Vassar College
Karl Bowman; 1888; United States; Washburn University
Richard Abraham Primus; 1970; United States; Yale Law School
Hung Dang Nguyen; 1948; Vietnam; University of Oklahoma College of Medicine
William Wright Smith; 1875; Scotland; University of Edinburgh
Shirley Jeffrey; 1930; Australia; University of Sydney
Shirley Jeffrey; 1930; Australia; King's College London
Michel Boudart; 1924; Belgium; Princeton University
Eric C. R. Hehner; 1947; Canada; Carleton University
Eric C. R. Hehner; 1947; Canada; University of Toronto
Charles Emerson Beecher; 1856; France; University of Michigan
Otto H. Jacobs; 1939; Germany; University of Cologne
Otto H. Jacobs; 1939; Germany; Free University of Berlin
Otto H. Jacobs; 1939; Germany; RWTH Aachen University
Ioannis Vardoulakis; 1949; Greece; Karlsruhe Institute of Technology
Ioannis Vardoulakis; 1949; Greece; National Technical University of Athens
Alexandros Chapsiadis; 1946; Greece; Aristotle University of Thessaloniki
Shekhar C. Mande; 1962; India; Indian Institute of Science
Sundeep Waslekar; 1959; India; University of Oxford
Shekhar C. Mande; 1962; India; University of Groningen
Komaravolu S. Chandrashekhar; 1920; India; University of Madras
Gabriele Marranci; 1973; Italy; Queen's University Belfast
Gabriele Marranci; 1973; Italy; University of Bologna
Archie Brain; 1942; Japan; University of Oxford
Hendricus T.C. Stoof; 1962; Netherlands; Eindhoven University of Technology
Ameyo Adadevoh; 1956; Nigeria; University of London
Ameyo Adadevoh; 1956; Nigeria; University of Lagos
Mik Kersten; 1975; Poland; University of British Columbia
Lev Ginzburg; 1945; Russia; Saint Petersburg State University
Irina Konstantinovna Feodorova; 1931; Russia; Saint Petersburg State University
Francesco Mainardi; 1942; Spain; University of Bologna
Gunnar Carlsson; 1952; Sweden; Stanford University
Gunnar Carlsson; 1952; Sweden; Harvard University
Peter Chen; 1947; Taiwan; National Taiwan University
Peter Chen; 1947; Taiwan; Harvard University
Leon Katz; 1909; Ukraine; California Institute of Technology
Boris Rozovsky; 1945; Ukraine; Moscow State University
Vladimir Drinfeld; 1954; Ukraine; Moscow State University
Leon Katz; 1909; Ukraine; Queen's University
Leon Katz; 1909; Ukraine; University of Saskatchewan
Ian Simmons; 1937; United Kingdom; University of London
Frederic Calland Williams; 1911; United Kingdom; University of Manchester
Frederic Calland Williams; 1911; United Kingdom; Magdalen College, Oxford
William Wright Smith; 1875; United Kingdom; University of Edinburgh
Joseph Stanley Mitchell; 1909; United Kingdom; University of Birmingham
Gerald Fink; 1940; United States; Amherst College
Adam Wierman; 1979; United States; Carnegie Mellon University
Jack P. Greene; 1931; United States; Duke University
Frank H. Field; 1922; United States; Duke University
Jere Humphreys; 1949; United States; University of Mississippi
Rose Whelan Sedgewick; 1904; United States; Brown University
Wheeler J. North; 1922; United States; California Institute of Technology
Dallas Lynn Peck; 1929; United States; California Institute of Technology
Raymond Woodard Brink; 1890; United States; Electrical engineering
Thomas Harris Macdonald; 1881; United States; Iowa State University
John I. Yellott; 1908; United States; Johns Hopkins University
Raymond Woodard Brink; 1890; United States; Kansas State University
Gilbert Strang; 1934; United States; Massachusetts Institute of Technology
Gretchen Daily; 1964; United States; Stanford University
Wheeler J. North; 1922; United States; University of California
Austin L. Wahrhaftig; 1917; United States; University of California, Berkeley
Gilbert Strang; 1934; United States; University of California, Los Angeles
Mark M. Phillips; 1951; United States; University of California, Santa Cruz
Leonard Eugene Dickson; 1874; United States; University of Chicago
Clement D. Child; 1868; United States; University of Rochester
Frederic Parke; 1943; United States; University of Utah
Gerald Fink; 1940; United States; Yale University
Chamovitz Daniel; 1963; United States; Yale University
Clement D. Child; 1868; United States; Cornell University
Richard Lawrence Hoffman; 1927; United States; Cornell University
Henry Leon Feffer; 1918; United States; Indiana University
Jacob E. Goodman; 1933; United States; Columbia University
James Herrick; 1861; United States; University of Michigan
Jere Humphreys; 1949; United States; University of Michigan
Gilbert Strang; 1934; United States; University of Oxford
Raymond Woodard Brink; 1890; United States; Harvard University
Dallas Lynn Peck; 1929; United States; Harvard University
Frank Pommersheim; 1943; United States; Harvard University
George Pake; 1924; United States; Harvard University
Edward L. Fireman; 1922; United States; Carnegie Institute of Technology
George Pake; 1924; United States; Carnegie Institute of Technology
Edith Wolf; 1889; United States; Case Western Reserve University
Jere Humphreys; 1949; United States; Florida State University
James Vorenberg; 1927; United States; Harvard College
Drew Halfmann; 1967; United States; New York University
Jacob E. Goodman; 1933; United States; New York University
James Herrick; 1861; United States; Rush Medical College
Henry Leon Feffer; 1918; United States; Indiana University School of Medicine
Gilbert Strang; 1934; United States; Balliol College, Oxford
Frank Pommersheim; 1943; United States; Colgate University
Frank Pommersheim; 1943; United States; Columbia Law School
James Vorenberg; 1927; United States; Harvard Law School
Chamovitz Daniel; 1963; United States; Hebrew University of Jerusalem
Mark M. Phillips; 1951; United States; San Diego State University
John W. Lieb; 1860; United States; Stevens Institute of Technology
Leon Katz; 1909; Volyn Oblast; California Institute of Technology
Leon Katz; 1909; Volyn Oblast; Queen's University
Richard Lawrence Hoffman; 1927; United States; Virginia Tech
Francis Michael Forster; 1912; United States; Xavier University
Leon Katz; 1909; Volyn Oblast; University of Saskatchewan
Ernest William Tristram; 1882; Wales; Royal College of Art
Julio Montaner; 1956; Argentina; University of Buenos Aires
Wilhelm Altar; 1900; Austria; University of Vienna
Paul B. Coremans; 1908; Belgium; Free University of Brussels
Alojz Benac; 1914; Bosnia and Herzegovina; University of Belgrade
Alojz Benac; 1914; Bosnia and Herzegovina; University of Ljubljana
Meemann Chang; 1936; China; Stockholm University
Meemann Chang; 1936; China; Moscow State University
Tong Zhe; 1987; China; Peking University
Maria Adelaide Sneider; 1937; Eritrea; University of Trieste
Nicolas Grandjean; 1967; France; University of Clermont-Ferrand
Fritz Goos; 1883; Germany; University of Bonn
Fritz Goos; 1883; Germany; Technical University of Berlin
Nicolas Ambraseys; 1929; Greece; Imperial College London
Manolis Papadrakakis; 1948; Greece; National Technical University of Athens
Nicolas Ambraseys; 1929; Greece; National Technical University of Athens
Manolis Papadrakakis; 1948; Greece; City University London
Ritam Chowdhury; 1983; India; Lokmanya Tilak Municipal General Hospital
Ramakrishna Ramaswamy; 1953; India; Indian Institute of Technology Kanpur
Ritam Chowdhury; 1983; India; Emory University
Ramakrishna Ramaswamy; 1953; India; Princeton University
Ritam Chowdhury; 1983; India; Harvard T.H. Chan School of Public Health
Ritam Chowdhury; 1983; India; Johns Hopkins Bloomberg School of Public Health
Ramakrishna Ramaswamy; 1953; India; University of Madras
Reviel Netz; 1968; Israel; Tel Aviv University
Filippo Giorgi; 1959; Italy; Georgia Institute of Technology
Filippo Giorgi; 1959; Italy; University of L'Aquila
Dionigi Galletto; 1932; Italy; University of Padua
Pedro G. Ferreira; 1968; Portugal; Imperial College London
Pedro G. Ferreira; 1968; Portugal; Technical University of Lisbon
Leonid Milov; 1929; Russia; Moscow State University
Sergey Zonenko; 1961; Russia; Moscow State University
Sergey Nikolaievich Kravkov; 1894; Russia; Sea Cadet Corps (Russia)
Andrej Bauer; 1971; Slovenia; Carnegie Mellon University
Natalia Zavatskaya; 1969; Ukraine; University of Luhansk
Frank Archibald Sinclair Turk; 1915; United Kingdom; University of London
Ernest William Tristram; 1882; United Kingdom; Royal College of Art
Raymond Lightwood; 1922; United Kingdom; University of Birmingham
Jeffrey Hall; 1945; United States; Amherst College
Vera Kistiakowsky; 1928; United States; Mount Holyoke College
Marty Golubitsky; 1945; United States; Massachusetts Institute of Technology
Walter Licht; 1946; United States; Princeton University
Gregory G. Raleigh; 1961; United States; Stanford University
George Plafker; 1929; United States; Stanford University
Vera Kistiakowsky; 1928; United States; University of California, Berkeley
George Plafker; 1929; United States; University of California, Berkeley
Sibyl Martha Rock; 1909; United States; University of California, Los Angeles
Walter Licht; 1946; United States; University of Chicago
Marty Golubitsky; 1945; United States; University of Pennsylvania
Kenneth John Frost; 1934; United States; University of Rochester
Jeffrey Hall; 1945; United States; University of Washington
Paul V. Kroskrity; 1949; United States; Indiana University
Betty Hay; 1927; United States; Johns Hopkins School of Medicine
Ann McKee; 1953; United States; Case Western Reserve University School of Medicine
Marian Wenzel; 1932; United States; Columbia University
Paul V. Kroskrity; 1949; United States; Columbia University
Ronald R. Edmonds; 1935; United States; University of Michigan
Laurie R. Santos; 1975; United States; Harvard University
Walter Licht; 1946; United States; Harvard University
Gregory G. Raleigh; 1961; United States; California Polytechnic State University
Kenneth John Frost; 1934; United States; Manhattan College
Bartley Christopher Frueh; 1963; United States; University of South Florida
Malcolm Lloyd McCallum; 1968; United States; Arkansas State University
George Plafker; 1929; United States; Brooklyn College
Malcolm Lloyd McCallum; 1968; United States; Eastern Illinois University
Malcolm Lloyd McCallum; 1968; United States; Illinois State University
Bartley Christopher Frueh; 1963; United States; Kenyon College
Betty Hay; 1927; United States; Smith College
Edward Rubenstein; 1918; United States; University of Cincinnati
George H. Ludwig; 1927; United States; University of Iowa
Natalia Zavatskaya; 1969; Luhansk Oblast; University of Luhansk
Geofrrey Fox; 1944; Scotland; University of Cambridge
A. M. Harun-ar-Rashid; 1933; Bangladesh; University of Dhaka
A. M. Harun-ar-Rashid; 1933; Bangladesh; University of Glasgow
Robert T Lackey; 1944; Canada; Colorado State University
Robert T Lackey; 1944; Canada; Humboldt State University
Robert T Lackey; 1944; Canada; University of Maine
Jan Tauc; 1922; Czech Republic; Czech Technical University in Prague
Roy A. Periana; 1957; Guyana; University of California, Berkeley
Roy A. Periana; 1957; Guyana; University of Michigan
Ravi Verma; 1953; India; Johns Hopkins University
Ravi Verma; 1953; India; University of California, Los Angeles
Ravi Verma; 1953; India; London School of Hygiene & Tropical Medicine
Mubashir Hassan; 1922; India; Columbia University
Paul Shrivastava; 1951; India; Indian Institute of Management Calcutta
Mubashir Hassan; 1922; India; University of the Punjab
Taruna Madan Gupta; 1968; India; Institute of Genomics and Integrative Biology
Tariq Rahman; 1949; India; Army Burn Hall College
Ravi Verma; 1953; India; Indian Institute of Technology Bombay
Taruna Madan Gupta; 1968; India; Medical Research Council (United Kingdom)
Mubashir Hassan; 1922; India; University of Iowa
Tariq Rahman; 1949; India; University of Sheffield
Tariq Rahman; 1949; India; University of Strathclyde
Yohanes Surya; 1963; Indonesia; College of William & Mary
Yohanes Surya; 1963; Indonesia; University of Indonesia
Seyamak R. Payek; 1962; Iran; Tarbiat Modares University
Yuri P. Raizer; 1927; Ukraine; Saint Petersburg State Polytechnic University
Colin Pittendrigh; 1918; United Kingdom; Princeton University
James McKernan; 1964; United Kingdom; Trinity College, Cambridge
Helen Blau; 1948; United Kingdom; Harvard University
James McKernan; 1964; United Kingdom; Harvard University
Helen Blau; 1948; United Kingdom; University of York
Colin Pittendrigh; 1918; United Kingdom; Durham University
Geofrrey Fox; 1944; United Kingdom; University of Cambridge
Jerome J. Workman; 1952; United States; Columbia Business School
Julia Anna Gardner; 1882; United States; Johns Hopkins University
George Rushing Kempf; 1944; United States; Johns Hopkins University
Edward M. Burgess; 1934; United States; Massachusetts Institute of Technology
Joan S. Valentine; 1945; United States; Princeton University
Ralph S. Phillips; 1913; United States; University of California, Los Angeles
H. Jeff Kimble; 1949; United States; University of Rochester
Jerome J. Workman; 1952; United States; Columbia Pacific University
Lee D. Baker; 1966; United States; Doctor of Philosophy
George Rushing Kempf; 1944; United States; Columbia University
Ralph S. Phillips; 1913; United States; University of Michigan
Edward Ney; 1920; United States; University of Virginia
Brett P Giroir; 1960; United States; Harvard University
Edward M. Burgess; 1934; United States; Auburn University
Wesley Wait; 1861; United States; New York University College of Dentistry
Terry Wentz; 1947; United States; Pennsylvania State University
Jerome J. Workman; 1952; United States; Saint Mary's University of Minnesota
Julia Anna Gardner; 1882; United States; Bryn Mawr College
Jerome J. Workman; 1952; United States; College of Saint Benedict and Saint John's University
Jerome J. Workman; 1952; United States; MIT Sloan School of Management
Lee D. Baker; 1966; United States; Portland State University
Joan S. Valentine; 1945; United States; Smith College
Brett P Giroir; 1960; United States; University of Texas Southwestern Medical Center
Andrew Bruce Holmes; 1943; Australia; University College London
Andrew Bruce Holmes; 1943; Australia; University of Melbourne
Paul De Grauwe; 1946; Belgium; Katholieke Universiteit Leuven
Paul De Grauwe; 1946; Belgium; Johns Hopkins University
Donald M. Crothers; 1937; India; University of Cambridge
Donald M. Crothers; 1937; India; Yale University
Donald M. Crothers; 1937; India; University of California, San Diego
Vishnu Vasudev Narlikar; 1908; India; University of Mumbai
Vishnu Vasudev Narlikar; 1908; India; University of Cambridge
Mariano Giaquinta; 1947; Italy; University of Pisa
Andrew Targowski; 1937; Poland; Warsaw University of Technology
James McWha; 1947; United Kingdom; University of Glasgow
James McWha; 1947; United Kingdom; Queen's University Belfast
David O. Sears; 1935; United States; Stanford University
William D. Steers; 1955; United States; University of Toledo Medical Center
William D. Steers; 1955; United States; University of Texas at Austin
Farish Jenkins; 1940; United States; Princeton University
David O. Sears; 1935; United States; Yale University
Logan Wright; 1933; United States; Vanderbilt University
William D. Steers; 1955; United States; Cornell University
Loren Pankratz; 1940; United States; University of Oregon
Robert Edward Hungate; 1906; United States; Stanford University
Loren Pankratz; 1940; United States; Oregon State University
Carleton Roy Ball; 1873; United States; Iowa State University
Mildred Rebstock; 1919; United States; North Central College
William C. Reynolds; 1933; United States; Stanford University
James McWha; 1947; Republic of Ireland; Queen's University Belfast
James McWha; 1947; Republic of Ireland; University of Glasgow
Frances Stewart; 1940; Cumbria; Somerville College, Oxford
Peter Phillips; 1948; Dorset; London School of Economics
James Meade; 1907; Dorset; Christ's College, Cambridge
James Meade; 1907; England; Christ's College, Cambridge
Paul Newbold; 1945; Leicestershire; London School of Economics
Donald Cochrane; 1917; Australia; Clare College, Cambridge
Friedrich August von Hayek; 1899; Austria; Doctorate
Fritz Machlup; 1902; Austria; Doctorate
Celso Furtado; 1920; Brazil; University of Paris
Robert Mundell; 1932; Canada; London School of Economics
Robert Mundell; 1932; Canada; University of Waterloo
Christopher A. Pissarides; 1948; Cyprus; London School of Economics
Esther Duflo; 1972; France; Paris School of Economics
Thomas Piketty; 1971; France; London School of Economics
Marcel Fratzscher; 1971; Germany; European University Institute
Jan Hatzius; 1968; Germany; Kiel Institute for the World Economy
Frank Hahn; 1925; Germany; London School of Economics
Jan Hatzius; 1968; Germany; London School of Economics
Claudia Maria Buch; 1966; Germany; University of Bonn
Walter Eucken; 1891; Germany; University of Bonn
Bernd Lucke; 1962; Germany; University of Bonn
Serletis Apostolos; 1955; Greece; University of Piraeus
Nicholas Yannelis; 1953; Greece; London School of Economics
Charalambos D. Aliprantis; 1946; Greece; California Institute of Technology
Kaushik Basu; 1952; India; London School of Economics
Jagdish Bhagwati; 1934; India; Massachusetts Institute of Technology
Eprime Eshag; 1918; Iran; London School of Economics
Piero Sraffa; 1898; Italy; London School of Economics
Michele Boldrin; 1956; Italy; Ca' Foscari University of Venice
William Phillips; 1914; New Zealand; London School of Economics
Ricardo Reis; 1978; Portugal; London School of Economics
Leonid Hurwicz; 1917; Russia; London School of Economics
Joan Costa-i-Font; 1974; Spain; London School of Economics
Joan Costa-i-Font; 1974; Spain; University of Barcelona
Jayantha Kelegama; 1928; Sri Lanka; University of Ceylon
Torsten Persson; 1954; Sweden; Stockholm University
Tord Palander; 1902; Sweden; Stockholm University
Karl Gunnar Persson; 1943; Sweden; Lund University
Axel Leijonhufvud; 1933; Sweden; Lund University
Karl Brunner; 1916; Switzerland; London School of Economics
Christopher A. Pissarides; 1948; Turkey; London School of Economics
Atilla Yayla; 1957; Turkey; Economics
Atilla Yayla; 1957; Turkey; Political science
Lionel Baron Robbins Robbins; 1898; United Kingdom; London School of Economics
Ronald Harry Coase; 1910; United Kingdom; London School of Economics
Paul Newbold; 1945; United Kingdom; London School of Economics
Peter Phillips; 1948; United Kingdom; London School of Economics
Frances Stewart; 1940; United Kingdom; Somerville College, Oxford
Lionel Baron Robbins Robbins; 1898; United Kingdom; University College London
James Meade; 1907; United Kingdom; Christ's College, Cambridge
Edmund Strother Phelps; 1933; United States; Amherst College
Sheridan Titman; 1954; United States; Carnegie Mellon University
Dale T. Mortensen; 1939; United States; Carnegie Mellon University
Oliver E. Williamson; 1932; United States; Carnegie Mellon University
William A. Barnett; 1941; United States; Carnegie Mellon University
Susan Athey; 1970; United States; Duke University
William Baumol; 1922; United States; London School of Economics
Milton Friedman; 1912; United States; Rutgers University
Theodore Schultz; 1902; United States; South Dakota State University
Robert B. Jr. Ekelund; 1940; United States; St. Mary's University, Texas
Eugene Fama; 1939; United States; Tufts University
Tim Kane; 1968; United States; United States Air Force Academy
Eric Hanushek; 1943; United States; United States Air Force Academy
Russell D. Roberts; 1954; United States; University of North Carolina
